Brand,Model,Release_Year,Category,Price_USD,Screen_Size_Inches,Processor_Type,RAM_GB,Storage_GB,OS,Battery_Capacity_mAh,Typical_Capacity_mAh,Rated_Capacity_mAh,Battery_Life_Hours,Standby_Time_Hours,Talk_Time_Hours,Video_Playback_Hours,Web_Browsing_Hours,Music_Playback_Hours,Gaming_Test_Hours,Usage_Scenario,Battery_Endurance_Rating,Battery_Type,Removable_Battery,Charging_Time_0_to_100,Charging_Time_0_to_50,Charging_Wattage,Charging_Technology,Fast_Charging_Supported,Fast_Charging_Tech,Wireless_Charging,Wireless_Charging_Wattage,Reverse_Wireless_Charging,Battery_Health_Percentage,Cycle_Count,Temperature_While_Charging_C,Discharge_Rate_mAh_per_hour,Idle_Discharge_Per_Hour,Thermal_Throttling_Effect,Battery_Saver_Mode_Available,Battery_Saver_Mode_Effect,Power_Consumption_Watt,Efficiency_Score,Refresh_Rate_Hz
OnePlus,OnePlus Max22,2020,Budget,686.67,6.4,Apple A16 Bionic,16,128,Android 14,3500,3595,3469,9.9,705,17,16.2,9.9,91,9.9,Idle,81h,Li-Ion,No,117,16,25,VOOC,Yes,VOOC,No,20,No,87,547,44.8,475.7,17.1,No,Yes,0.29,2.67,0.0028,60
Samsung,Samsung X6,2024,Budget,1128.26,6.0,Apple A16 Bionic,12,512,Android 14,4500,4550,4486,16.4,579,33,8.1,10.2,82,9.4,Mixed,107h,Li-Ion,Yes,105,46,65,VOOC,Yes,VOOC,Yes,20,No,90,565,35.1,240.0,13.7,Yes,Yes,0.31,5.56,0.0036,144
Xiaomi,Xiaomi A10,2022,Midrange,301.7,6.8,Apple A16 Bionic,6,128,Android 13,3500,3560,3408,12.6,757,26,10.9,15.5,75,7.3,Browsing,126h,Li-Po,Yes,53,56,10,Turbo Charge,No,,No,0,Yes,96,356,36.8,221.2,19.6,Yes,No,0.32,4.75,0.0036,60
Motorola,Motorola Note24,2022,Midrange,374.15,5.5,Apple A16 Bionic,8,64,iOS 15,4500,4520,4407,17.7,309,20,19.3,7.3,86,8.0,Video,90h,Li-Ion,No,119,48,25,SuperVOOC,Yes,SuperVOOC,Yes,0,Yes,86,203,36.9,273.3,12.0,Yes,No,0.31,2.57,0.0039,90
Oppo,Oppo Note15,2022,Midrange,907.12,6.7,Tensor G2,16,128,iOS 17,5000,5012,4941,6.5,775,20,9.3,15.1,89,9.9,Browsing,115h,Li-Ion,Yes,34,31,18,Fast Charge,Yes,Fast Charge,Yes,10,No,89,17,36.6,303.7,5.4,No,Yes,0.11,7.73,0.0013,60
Realme,Realme A12,2020,Midrange,473.66,6.1,Apple A15 Bionic,6,64,Android 12,6000,6028,5907,17.7,561,40,8.4,13.2,93,3.4,Video,90h,Li-Po,No,83,34,18,Warp Charge,Yes,Warp Charge,Yes,5,No,89,241,44.4,445.3,17.9,No,No,0.13,3.77,0.0029,120
Motorola,Motorola Note3,2023,Midrange,1373.05,6.5,Tensor G2,4,128,Android 12,6000,6007,5957,9.8,398,30,18.0,15.7,55,6.3,Gaming,130h,Li-Ion,Yes,112,27,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,20,No,86,275,38.6,445.4,13.1,Yes,Yes,0.39,4.36,0.0016,120
Apple,Apple S4,2022,Flagship,768.87,6.8,Tensor G2,12,256,Android 13,3000,3068,2911,14.9,687,20,13.5,7.6,87,4.2,Idle,100h,Li-Ion,No,102,60,10,Turbo Charge,No,,Yes,20,No,97,344,35.6,308.4,6.2,No,No,0.17,4.04,0.005,90
Vivo,Vivo S18,2023,Flagship,382.18,6.5,Tensor G2,4,512,iOS 15,3500,3528,3453,12.3,483,38,18.3,13.0,92,7.7,Gaming,98h,Li-Po,Yes,41,23,25,VOOC,Yes,VOOC,Yes,10,No,93,126,30.6,599.4,10.7,Yes,No,0.32,3.58,0.0035,144
Vivo,Vivo A26,2020,Flagship,1392.11,6.5,MediaTek Dimensity 9200,4,64,iOS 15,4500,4565,4464,10.3,606,17,19.7,8.1,97,5.2,Browsing,90h,Li-Po,Yes,57,52,25,SuperVOOC,Yes,SuperVOOC,No,20,Yes,96,498,44.0,228.4,17.2,Yes,Yes,0.13,5.13,0.0023,120
Apple,Apple S24,2021,Flagship,626.48,6.5,Apple A15 Bionic,4,128,Android 11,6000,6041,5906,7.7,764,20,14.5,13.6,85,3.5,Mixed,128h,Li-Ion,Yes,61,15,65,Warp Charge,Yes,Warp Charge,Yes,10,No,93,593,31.7,576.0,15.8,No,No,0.12,2.57,0.0013,144
Motorola,Motorola A14,2024,Flagship,1452.36,6.5,MediaTek Dimensity 9200,16,256,Android 11,6000,6060,5952,14.7,789,26,16.8,14.8,79,6.9,Browsing,120h,Li-Ion,No,112,32,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,No,88,361,32.4,246.4,10.8,Yes,No,0.31,2.29,0.0024,90
Motorola,Motorola A15,2020,Midrange,409.54,6.5,Snapdragon 8 Gen 1,12,128,Android 14,4500,4591,4436,6.0,653,31,10.2,16.7,65,9.1,Browsing,118h,Li-Po,Yes,104,17,33,Fast Charge,Yes,Fast Charge,Yes,15,No,89,516,40.0,539.8,6.7,Yes,Yes,0.37,3.38,0.0013,144
Apple,Apple Note28,2023,Budget,410.19,6.0,MediaTek Dimensity 9200,6,256,Android 13,3500,3593,3463,14.2,377,22,13.0,13.2,53,9.6,Mixed,120h,Li-Po,Yes,68,26,10,Quick Charge 4.0,No,,No,0,Yes,88,18,34.7,414.1,6.0,Yes,Yes,0.34,2.71,0.0041,120
Apple,Apple Pro4,2024,Budget,1159.38,6.4,Apple A16 Bionic,4,256,Android 12,3500,3505,3497,17.1,380,32,14.8,12.8,81,8.7,Idle,87h,Li-Ion,Yes,37,52,65,VOOC,Yes,VOOC,Yes,20,No,85,324,37.7,498.9,9.9,Yes,No,0.31,2.89,0.0049,60
Samsung,Samsung X27,2023,Flagship,200.84,6.4,Snapdragon 8 Gen 1,12,128,iOS 17,3500,3598,3431,14.5,442,18,8.9,11.2,53,4.2,Idle,83h,Li-Ion,Yes,67,49,10,VOOC,No,,Yes,0,Yes,95,283,40.0,224.3,13.8,Yes,No,0.36,3.21,0.0041,144
Xiaomi,Xiaomi A22,2018,Flagship,1323.26,6.5,Tensor G2,4,512,Android 14,6000,6093,5908,8.3,740,19,15.5,17.2,95,6.5,Idle,124h,Li-Ion,No,77,42,10,Fast Charge,No,,No,5,No,94,218,31.9,598.4,16.5,Yes,Yes,0.39,3.23,0.0014,120
Realme,Realme X2,2019,Flagship,813.42,6.5,Snapdragon 8 Gen 1,4,256,iOS 16,4500,4523,4433,8.4,607,16,15.4,8.1,80,5.3,Browsing,118h,Li-Ion,Yes,76,23,10,Fast Charge,No,,Yes,15,Yes,100,282,39.7,483.6,13.7,No,No,0.16,7.75,0.0019,120
Vivo,Vivo S13,2022,Budget,1211.06,5.5,Apple A15 Bionic,12,64,Android 12,4500,4515,4405,11.7,365,19,15.4,11.2,74,7.4,Gaming,92h,Li-Ion,Yes,53,59,25,Warp Charge,Yes,Warp Charge,Yes,15,Yes,92,251,39.7,330.0,15.9,No,No,0.12,5.0,0.0026,90
Apple,Apple S30,2020,Midrange,1250.89,6.8,Apple A15 Bionic,8,64,iOS 17,6000,6050,5929,15.1,679,28,11.5,8.6,95,8.7,Gaming,126h,Li-Ion,Yes,100,29,25,Turbo Charge,Yes,Turbo Charge,No,15,Yes,98,458,34.7,324.3,18.9,No,No,0.32,5.23,0.0025,120
Vivo,Vivo S11,2024,Flagship,1463.9,5.5,MediaTek Dimensity 9200,8,512,Android 11,3500,3583,3446,13.3,523,20,10.9,17.0,81,4.0,Browsing,117h,Li-Ion,Yes,83,57,10,Quick Charge 4.0,No,,Yes,0,No,88,143,33.9,242.7,17.0,Yes,Yes,0.25,2.41,0.0038,60
Realme,Realme X15,2022,Budget,899.63,5.5,Apple A16 Bionic,16,256,Android 11,4500,4596,4412,17.4,315,38,8.3,15.5,75,3.9,Mixed,101h,Li-Ion,Yes,84,18,45,SuperVOOC,Yes,SuperVOOC,No,20,Yes,91,503,37.6,476.1,8.4,No,No,0.11,5.3,0.0039,90
Samsung,Samsung S28,2022,Budget,1216.55,6.0,Snapdragon 778G,12,64,iOS 17,4500,4542,4442,10.8,743,33,19.2,15.2,73,6.2,Mixed,102h,Li-Ion,Yes,64,25,33,Fast Charge,Yes,Fast Charge,Yes,20,Yes,97,429,42.6,553.4,17.9,No,Yes,0.1,5.42,0.0024,120
Motorola,Motorola Note4,2023,Midrange,477.99,5.5,MediaTek Dimensity 9200,16,128,iOS 16,6000,6015,5957,16.6,580,27,15.6,8.3,64,4.5,Browsing,96h,Li-Po,Yes,48,21,120,VOOC,Yes,VOOC,Yes,20,No,90,432,38.4,309.9,7.7,No,No,0.31,3.02,0.0028,90
Realme,Realme A23,2019,Flagship,575.68,6.7,Snapdragon 8 Gen 1,16,512,iOS 15,3500,3527,3478,5.8,767,25,19.6,16.0,59,6.7,Video,89h,Li-Ion,No,61,35,120,VOOC,Yes,VOOC,Yes,5,Yes,91,106,31.0,217.0,7.4,No,Yes,0.29,4.95,0.0017,120
Realme,Realme Note13,2019,Midrange,475.79,6.5,Exynos 2100,16,256,iOS 17,5000,5001,4934,9.4,367,29,17.0,11.7,96,6.2,Gaming,86h,Li-Po,Yes,114,47,65,Warp Charge,Yes,Warp Charge,Yes,5,No,95,558,39.9,540.1,12.3,Yes,No,0.16,2.32,0.0019,90
Motorola,Motorola S18,2021,Flagship,1069.42,6.8,Exynos 2100,12,64,iOS 16,4000,4084,3992,12.2,775,37,19.4,14.7,62,4.0,Mixed,100h,Li-Ion,Yes,83,15,10,Turbo Charge,No,,Yes,10,Yes,87,415,31.7,550.0,5.6,No,No,0.15,2.13,0.003,60
Oppo,Oppo S28,2022,Flagship,117.49,6.7,Snapdragon 778G,6,128,Android 11,3500,3523,3487,17.2,494,36,9.7,15.1,71,9.4,Gaming,108h,Li-Ion,Yes,41,34,10,SuperVOOC,No,,No,20,No,90,346,40.3,502.9,8.7,Yes,No,0.23,7.89,0.0049,90
Xiaomi,Xiaomi Pro27,2024,Flagship,1012.22,6.5,Apple A16 Bionic,4,512,Android 13,4000,4085,3921,16.1,320,18,9.6,16.5,54,5.9,Mixed,82h,Li-Po,No,102,35,25,VOOC,Yes,VOOC,No,20,No,88,304,42.5,263.7,11.8,No,No,0.2,3.73,0.004,90
Xiaomi,Xiaomi Max10,2022,Budget,692.17,5.5,MediaTek Dimensity 9200,8,64,Android 11,3500,3513,3406,14.6,571,26,8.7,15.5,89,4.9,Browsing,126h,Li-Po,No,57,48,10,Warp Charge,No,,No,5,Yes,98,397,33.2,557.8,14.6,Yes,Yes,0.15,7.02,0.0042,144
Oppo,Oppo Note8,2024,Flagship,209.04,6.7,Tensor G2,16,128,iOS 17,6000,6020,5918,15.2,518,31,18.5,17.9,74,6.2,Video,90h,Li-Ion,No,89,26,65,Warp Charge,Yes,Warp Charge,No,0,No,88,364,35.0,587.3,8.8,No,No,0.31,4.94,0.0025,144
Xiaomi,Xiaomi Max28,2022,Flagship,924.17,6.5,Exynos 2100,12,512,Android 11,3500,3528,3408,15.4,618,37,9.1,11.1,84,5.4,Browsing,122h,Li-Po,Yes,76,36,45,Warp Charge,Yes,Warp Charge,No,15,No,97,42,38.3,253.5,14.0,Yes,Yes,0.22,2.94,0.0044,90
Oppo,Oppo Note6,2019,Midrange,142.5,6.1,MediaTek Dimensity 9200,16,512,iOS 17,4500,4503,4473,13.3,406,19,14.0,16.7,57,5.9,Mixed,85h,Li-Po,Yes,77,41,10,Quick Charge 4.0,No,,Yes,5,No,95,125,33.4,347.5,13.0,No,No,0.22,7.66,0.003,90
Oppo,Oppo A4,2019,Midrange,316.85,6.5,Tensor G2,4,256,iOS 17,4000,4061,3939,11.7,470,30,17.7,14.2,88,9.3,Mixed,112h,Li-Ion,Yes,118,54,120,Fast Charge,Yes,Fast Charge,Yes,5,No,92,585,38.2,553.8,11.6,Yes,No,0.33,6.55,0.0029,120
Samsung,Samsung Pro1,2023,Flagship,1470.26,6.0,Tensor G2,4,512,Android 13,4500,4529,4439,12.1,771,33,13.0,7.2,70,3.8,Mixed,118h,Li-Ion,No,111,60,120,Fast Charge,Yes,Fast Charge,No,15,Yes,88,252,40.3,302.8,11.9,No,No,0.15,7.8,0.0027,144
Google,Google Note2,2021,Flagship,453.82,6.0,Exynos 2100,12,128,Android 14,3500,3522,3469,17.9,775,25,15.4,9.9,57,5.2,Mixed,126h,Li-Po,Yes,108,54,18,VOOC,Yes,VOOC,Yes,5,Yes,97,527,44.8,435.7,9.2,No,No,0.16,6.82,0.0051,60
Oppo,Oppo X2,2023,Midrange,1018.89,6.1,Apple A15 Bionic,16,256,Android 14,3500,3597,3434,9.4,549,37,19.0,8.2,84,6.1,Idle,120h,Li-Po,No,98,27,45,SuperVOOC,Yes,SuperVOOC,No,10,No,95,488,33.6,248.1,19.0,Yes,No,0.3,2.38,0.0027,90
Realme,Realme S21,2018,Flagship,481.12,6.8,Snapdragon 8 Gen 1,6,128,Android 11,4500,4546,4455,9.8,550,24,11.1,16.4,69,4.2,Video,122h,Li-Po,No,57,18,10,VOOC,No,,Yes,20,Yes,96,113,32.7,236.8,9.9,No,Yes,0.11,2.31,0.0022,120
Samsung,Samsung S1,2024,Budget,310.28,6.4,Apple A15 Bionic,8,256,Android 13,4500,4573,4487,8.0,543,36,16.1,11.1,86,9.6,Mixed,88h,Li-Po,Yes,31,59,10,Fast Charge,No,,Yes,10,No,93,564,38.1,396.7,12.1,No,No,0.19,2.17,0.0018,90
Samsung,Samsung Pro1,2022,Midrange,1115.1,6.1,Apple A15 Bionic,16,256,iOS 15,3000,3006,2950,6.8,660,28,8.8,14.1,99,7.7,Idle,100h,Li-Ion,Yes,57,41,33,Warp Charge,Yes,Warp Charge,No,15,Yes,87,536,40.3,496.3,15.3,Yes,Yes,0.3,4.94,0.0023,120
Xiaomi,Xiaomi X7,2022,Flagship,840.8,6.0,Tensor G2,16,512,iOS 17,6000,6023,5986,9.9,459,20,12.4,15.5,57,8.2,Video,120h,Li-Po,Yes,83,53,10,Warp Charge,No,,No,15,Yes,97,210,38.4,203.8,10.5,Yes,Yes,0.37,4.56,0.0016,90
OnePlus,OnePlus Pro18,2023,Flagship,229.19,6.5,Apple A16 Bionic,8,512,iOS 16,4500,4518,4446,7.6,673,24,10.0,14.0,99,5.6,Gaming,109h,Li-Ion,No,110,46,45,SuperVOOC,Yes,SuperVOOC,Yes,15,Yes,100,237,44.9,496.2,8.0,No,No,0.26,3.42,0.0017,60
Samsung,Samsung S9,2018,Midrange,547.0,6.7,Exynos 2100,4,512,Android 11,6000,6093,5943,10.7,483,32,15.2,17.8,82,5.3,Gaming,120h,Li-Ion,No,49,27,65,SuperVOOC,Yes,SuperVOOC,Yes,0,Yes,98,481,33.1,588.3,9.4,No,Yes,0.39,2.39,0.0018,144
Vivo,Vivo Note22,2023,Midrange,631.37,6.7,Apple A15 Bionic,16,512,Android 11,5000,5070,4963,13.8,543,15,11.3,17.5,94,6.9,Browsing,97h,Li-Ion,No,117,19,10,Warp Charge,No,,No,20,No,98,425,30.0,232.9,15.9,Yes,No,0.27,3.98,0.0028,120
Apple,Apple Note14,2019,Budget,120.66,6.5,Apple A15 Bionic,4,256,Android 13,3000,3067,2942,16.9,608,39,16.7,9.1,54,6.5,Video,113h,Li-Ion,Yes,42,23,65,Quick Charge 4.0,Yes,Quick Charge 4.0,No,5,Yes,100,524,31.3,407.3,15.8,Yes,No,0.2,6.28,0.0056,90
Google,Google Note14,2023,Flagship,1330.0,6.4,Snapdragon 8 Gen 1,4,256,iOS 17,4000,4012,3961,17.8,782,30,12.3,8.6,55,5.3,Mixed,100h,Li-Ion,No,48,35,45,Warp Charge,Yes,Warp Charge,Yes,20,Yes,96,492,43.1,333.3,5.8,No,No,0.2,2.88,0.0044,120
Realme,Realme Pro17,2023,Midrange,1219.75,6.8,Tensor G2,16,256,Android 13,4500,4596,4409,9.3,441,33,17.5,10.6,54,8.4,Browsing,85h,Li-Po,No,47,16,65,Warp Charge,Yes,Warp Charge,No,20,No,88,47,31.8,557.3,19.4,No,Yes,0.18,3.39,0.0021,60
Google,Google Pro22,2019,Flagship,426.43,6.5,Exynos 2100,16,128,Android 14,6000,6035,5928,6.1,776,40,19.8,7.4,55,4.9,Idle,123h,Li-Ion,Yes,104,35,120,SuperVOOC,Yes,SuperVOOC,No,20,No,98,332,31.4,469.2,16.1,Yes,Yes,0.36,6.52,0.001,144
Xiaomi,Xiaomi Pro7,2020,Flagship,780.51,6.7,Snapdragon 778G,6,128,Android 13,4000,4087,3972,15.0,743,30,13.7,7.1,65,4.7,Video,100h,Li-Po,No,75,53,65,VOOC,Yes,VOOC,Yes,10,Yes,97,72,41.5,533.3,19.3,No,No,0.35,6.59,0.0037,144
Motorola,Motorola A27,2024,Midrange,818.34,6.0,Exynos 2100,12,128,Android 13,6000,6024,5938,11.6,528,19,11.6,9.8,74,3.7,Browsing,106h,Li-Ion,No,112,57,25,VOOC,Yes,VOOC,Yes,5,No,90,414,44.0,327.1,16.3,Yes,No,0.3,5.9,0.0019,120
OnePlus,OnePlus Max23,2024,Flagship,1063.4,6.0,Apple A16 Bionic,6,128,Android 12,4500,4521,4422,10.9,371,17,15.3,9.3,63,8.9,Mixed,123h,Li-Po,Yes,70,27,25,SuperVOOC,Yes,SuperVOOC,No,15,Yes,92,386,38.9,495.9,12.7,No,Yes,0.34,7.04,0.0024,144
Samsung,Samsung Note23,2020,Midrange,614.24,5.5,MediaTek Dimensity 9200,6,512,iOS 15,5000,5042,4901,13.3,495,29,11.4,12.9,91,3.9,Mixed,85h,Li-Ion,No,111,58,18,SuperVOOC,Yes,SuperVOOC,No,0,Yes,90,161,44.6,252.0,15.7,No,Yes,0.3,4.37,0.0027,90
Motorola,Motorola X22,2022,Midrange,952.89,6.0,Snapdragon 8 Gen 1,6,512,Android 12,4500,4567,4432,12.6,658,34,15.4,11.5,78,7.1,Gaming,80h,Li-Po,No,101,16,33,Warp Charge,Yes,Warp Charge,No,10,No,93,90,36.7,496.2,11.4,No,Yes,0.29,4.26,0.0028,144
Vivo,Vivo A5,2018,Flagship,452.17,6.4,Snapdragon 8 Gen 1,8,128,Android 14,6000,6028,5906,6.7,446,38,16.6,10.8,68,4.0,Idle,103h,Li-Ion,No,71,60,25,Fast Charge,Yes,Fast Charge,Yes,0,No,100,132,42.7,459.4,9.9,Yes,No,0.28,2.72,0.0011,144
Xiaomi,Xiaomi X1,2022,Budget,729.05,6.8,Snapdragon 778G,8,256,Android 12,6000,6045,5951,10.6,482,38,16.4,8.5,89,3.1,Gaming,95h,Li-Po,No,110,26,25,Fast Charge,Yes,Fast Charge,Yes,10,Yes,94,50,40.5,395.9,18.1,No,Yes,0.27,4.6,0.0018,120
Apple,Apple S9,2018,Flagship,1416.48,6.8,Snapdragon 778G,12,64,Android 11,4000,4098,3975,12.8,731,32,14.5,11.2,88,4.1,Browsing,103h,Li-Po,Yes,35,46,45,Fast Charge,Yes,Fast Charge,No,0,No,90,172,35.2,526.0,12.2,Yes,Yes,0.24,5.65,0.0032,144
Asus,Asus X10,2020,Midrange,705.43,6.5,Apple A16 Bionic,6,512,Android 14,6000,6011,5901,15.4,756,24,11.8,9.0,71,4.2,Gaming,125h,Li-Po,No,112,35,10,Warp Charge,No,,No,0,No,86,361,42.4,280.4,12.1,No,Yes,0.19,7.09,0.0026,60
Motorola,Motorola S17,2018,Midrange,1371.19,6.5,Tensor G2,16,256,iOS 15,5000,5092,4990,6.9,447,35,13.4,16.1,73,9.0,Idle,108h,Li-Po,Yes,33,15,33,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,20,Yes,97,414,37.7,231.9,12.3,Yes,Yes,0.3,3.81,0.0014,90
Motorola,Motorola Pro14,2024,Flagship,1107.96,6.1,Apple A16 Bionic,6,256,iOS 17,3500,3524,3440,14.3,614,26,10.0,11.2,67,4.2,Gaming,109h,Li-Ion,Yes,48,52,33,SuperVOOC,Yes,SuperVOOC,No,5,No,94,320,30.7,413.8,5.6,No,Yes,0.4,5.43,0.0041,60
Oppo,Oppo Pro2,2022,Flagship,674.95,6.8,Tensor G2,8,64,Android 13,5000,5091,4928,7.7,693,25,12.8,16.6,86,3.0,Mixed,82h,Li-Po,No,87,52,10,Quick Charge 4.0,No,,Yes,20,No,99,61,35.2,245.8,10.4,No,Yes,0.3,4.3,0.0015,144
Samsung,Samsung S24,2022,Budget,1123.62,6.4,Apple A15 Bionic,12,64,Android 12,3000,3060,2915,11.2,753,29,11.1,11.3,100,8.8,Video,123h,Li-Po,Yes,94,33,45,Quick Charge 4.0,Yes,Quick Charge 4.0,No,10,No,85,83,31.7,564.5,12.7,No,Yes,0.13,4.64,0.0037,144
Google,Google Pro27,2021,Budget,858.81,6.0,Tensor G2,16,512,iOS 15,4500,4551,4489,8.3,749,22,12.5,10.1,69,5.4,Mixed,101h,Li-Ion,Yes,56,58,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,20,No,98,131,32.2,344.0,19.0,No,No,0.13,2.32,0.0018,90
Oppo,Oppo A5,2023,Midrange,739.52,6.5,Tensor G2,16,64,Android 11,6000,6077,5953,17.5,789,34,10.0,13.1,92,6.0,Gaming,86h,Li-Ion,No,63,23,45,Turbo Charge,Yes,Turbo Charge,Yes,15,No,95,107,36.5,351.0,5.2,Yes,Yes,0.26,2.5,0.0029,120
Samsung,Samsung A13,2021,Budget,1207.45,6.0,Apple A16 Bionic,12,512,Android 11,4500,4535,4427,8.3,580,32,8.4,17.3,98,8.0,Video,92h,Li-Ion,No,97,25,10,Quick Charge 4.0,No,,Yes,10,No,89,52,37.9,340.3,5.7,No,No,0.25,3.89,0.0018,90
Samsung,Samsung Pro12,2018,Budget,194.87,6.8,Snapdragon 778G,12,64,iOS 15,3500,3598,3415,16.9,534,39,11.6,13.0,60,9.7,Mixed,82h,Li-Po,No,47,60,25,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,5,No,97,469,32.3,386.3,7.8,No,Yes,0.35,6.37,0.0048,90
Realme,Realme Pro28,2022,Flagship,1182.03,6.7,Snapdragon 778G,16,512,iOS 15,5000,5083,4932,6.8,526,36,17.9,17.5,87,7.2,Mixed,129h,Li-Ion,Yes,58,55,18,Warp Charge,Yes,Warp Charge,No,15,Yes,96,443,44.0,344.8,13.4,Yes,Yes,0.13,5.84,0.0014,120
Motorola,Motorola X22,2022,Budget,944.05,6.0,Snapdragon 778G,12,256,iOS 16,4000,4010,3921,14.6,385,20,18.4,12.1,52,5.6,Mixed,80h,Li-Po,Yes,111,44,18,VOOC,Yes,VOOC,No,10,Yes,97,409,42.2,431.1,12.6,Yes,Yes,0.38,7.1,0.0037,120
Google,Google Pro2,2020,Budget,757.18,6.5,Apple A15 Bionic,12,128,iOS 16,5000,5003,4911,11.3,479,29,19.4,8.0,99,5.1,Gaming,93h,Li-Ion,Yes,58,16,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,Yes,91,581,41.6,599.7,15.7,No,No,0.23,6.98,0.0023,120
OnePlus,OnePlus Note12,2018,Midrange,760.59,5.5,Tensor G2,4,256,Android 14,6000,6019,5926,16.8,607,15,9.6,10.2,86,6.5,Gaming,119h,Li-Ion,Yes,53,46,120,Warp Charge,Yes,Warp Charge,Yes,20,No,85,283,39.6,477.5,16.5,No,Yes,0.26,7.55,0.0028,144
Oppo,Oppo S21,2023,Midrange,353.16,6.7,Tensor G2,16,512,Android 11,4500,4563,4470,9.6,432,18,8.8,16.1,98,9.2,Mixed,97h,Li-Ion,Yes,120,22,65,Turbo Charge,Yes,Turbo Charge,No,5,Yes,86,245,32.4,231.2,13.4,No,No,0.35,3.94,0.0021,60
Oppo,Oppo Max8,2021,Flagship,572.47,6.8,Exynos 2100,6,128,Android 11,3500,3563,3451,9.0,777,16,16.8,9.4,89,7.3,Video,129h,Li-Ion,Yes,58,46,10,Fast Charge,No,,No,10,Yes,89,312,34.6,544.0,16.5,Yes,No,0.12,6.2,0.0026,90
Realme,Realme Pro26,2021,Budget,1192.85,6.8,Apple A15 Bionic,6,128,iOS 15,4500,4513,4443,9.3,593,19,10.1,13.6,89,8.4,Idle,85h,Li-Ion,No,53,54,65,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,15,Yes,92,585,32.9,535.1,15.1,Yes,No,0.31,3.33,0.0021,144
OnePlus,OnePlus S1,2023,Flagship,140.22,6.8,MediaTek Dimensity 9200,6,256,Android 14,4000,4021,3919,9.4,645,29,16.0,9.4,62,8.6,Gaming,100h,Li-Ion,Yes,87,23,120,VOOC,Yes,VOOC,Yes,0,Yes,86,420,31.7,296.9,11.8,Yes,No,0.25,4.53,0.0024,60
Google,Google Max7,2020,Flagship,1273.62,6.4,MediaTek Dimensity 9200,16,256,Android 11,5000,5013,4957,10.7,727,35,12.5,12.3,99,5.3,Gaming,106h,Li-Ion,Yes,70,43,65,Warp Charge,Yes,Warp Charge,Yes,10,Yes,89,304,34.3,320.6,13.8,No,No,0.24,3.86,0.0021,120
Oppo,Oppo Max19,2021,Flagship,102.77,5.5,Apple A16 Bionic,8,64,Android 14,4000,4044,3926,11.1,423,35,9.1,16.9,54,5.9,Gaming,111h,Li-Ion,No,80,43,65,SuperVOOC,Yes,SuperVOOC,No,5,Yes,96,280,35.2,250.1,13.3,Yes,Yes,0.33,4.46,0.0028,60
OnePlus,OnePlus X12,2018,Flagship,1293.79,6.1,MediaTek Dimensity 9200,4,512,iOS 17,6000,6001,5979,8.9,606,23,14.1,15.7,50,8.5,Idle,129h,Li-Ion,Yes,93,26,120,Fast Charge,Yes,Fast Charge,Yes,0,Yes,98,554,31.6,476.6,11.7,Yes,Yes,0.35,7.61,0.0015,90
Realme,Realme S27,2019,Flagship,853.36,6.8,Snapdragon 778G,8,128,iOS 16,3000,3005,2995,13.3,453,31,13.9,13.2,71,7.9,Mixed,99h,Li-Po,No,33,21,25,Warp Charge,Yes,Warp Charge,No,0,Yes,90,568,35.2,327.1,12.3,Yes,Yes,0.13,5.92,0.0044,60
Oppo,Oppo Max11,2019,Flagship,685.47,6.8,Snapdragon 8 Gen 1,12,256,iOS 15,6000,6063,5976,12.4,442,38,15.3,14.0,88,9.6,Mixed,82h,Li-Ion,No,62,17,25,Turbo Charge,Yes,Turbo Charge,Yes,5,Yes,99,225,34.8,515.1,6.7,No,No,0.26,4.25,0.0021,120
Motorola,Motorola X24,2022,Budget,1256.58,6.4,MediaTek Dimensity 9200,6,128,Android 14,6000,6000,5910,16.2,416,37,19.9,14.0,94,3.2,Browsing,120h,Li-Po,Yes,106,43,33,Fast Charge,Yes,Fast Charge,Yes,15,Yes,90,476,33.5,334.1,13.7,Yes,No,0.36,4.53,0.0027,144
Xiaomi,Xiaomi Note18,2024,Budget,1379.98,6.8,Snapdragon 778G,4,128,Android 12,4500,4552,4495,16.9,573,29,16.8,14.6,63,7.9,Browsing,115h,Li-Po,Yes,58,16,45,VOOC,Yes,VOOC,No,20,Yes,98,161,42.3,267.1,5.2,No,No,0.39,4.71,0.0038,90
Xiaomi,Xiaomi Max8,2021,Budget,1423.98,6.4,Apple A15 Bionic,4,64,Android 11,3000,3086,2945,15.3,347,35,13.3,9.1,66,8.7,Video,100h,Li-Po,No,40,26,25,VOOC,Yes,VOOC,Yes,20,No,90,265,38.6,352.6,14.0,Yes,Yes,0.14,4.49,0.0051,60
